Date,provincename,Construction,Transportation and warehousing,Agriculture ,Population,Station Name,Max Temp (°C),Total Snow (cm),Total Precip (mm),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Longitude (x),Latitude (y)
2018-11-01,Prince Edward Island,0,0,0.589557424,51,East Point,10.5,0.6,0,6,8.3,9.7,0,-61.99,46.46
2018-12-01,Prince Edward Island,0,0,0.429871202,51,East Point,4,0.6000000000000001,0.2,1.3,2.6,15.4,0,-61.99,46.46
2019-01-01,Prince Edward Island,0,0,0.453866019,51,East Point,1.3,0.6690909090909091,0.2,-9.4,-4.1,22.1,0,-61.99,46.46
2019-02-01,Prince Edward Island,0,0,0.462300657,51,East Point,-9.9,0.7672727272727274,0,-16.3,-13.1,31.1,0,-61.99,46.46
2019-03-01,Prince Edward Island,0,0,0.466502201,51,East Point,-2.7,0.8757575757575757,0,-12.1,-7.4,25.4,0,-61.99,46.46
2019-04-01,Prince Edward Island,0,0,0.591742439,51,East Point,3.5,0.991991342,6.2,-1.7,0.9,17.1,0,-61.99,46.46
2019-05-01,Prince Edward Island,0,0,0.611027619,51,East Point,4.2,1.1114718614718615,0,1,2.6,15.4,0,-61.99,46.46
2019-06-01,Prince Edward Island,0,0,0.640516242,51,East Point,5.426666666666667,1.2296536796536797,0.76,-0.113333333,2.646666666666667,15.746666666666666,0.3933333333333333,-61.99,46.46
2019-07-01,Prince Edward Island,0,0,0.569269023,51,East Point,3.793333333333333,1.2114718614718614,1.0799999999999998,-1.433333333,1.1733333333333331,16.893333333333334,0.066666667,-61.99,46.46
2019-08-01,Prince Edward Island,0,0,0.642833177,51,East Point,2.9533333333333336,1.2114718614718614,1.1933333333333331,-2.373333333,0.2800000000000001,17.720000000000002,0,-61.99,46.46
2019-09-01,Prince Edward Island,0,0,0.544180324,51,East Point,2.1357142857142857,1.2114718614718614,1.2785714285714285,-3.207142857,-0.542857143,18.542857142857144,0,-61.99,46.46
2019-10-01,Prince Edward Island,0,0,0.519012241,51,East Point,1.492307692307692,0.9478354978354978,1.3142857142857145,-3.915384615,-1.223076923,19.223076923076924,0,-61.99,46.46
2019-11-01,Prince Edward Island,0,0,0.492577691,51,East Point,5.8,1.384199134199134,1.5,2.6,4.2,13.8,0,-61.99,46.46
2019-12-01,Prince Edward Island,0,0,0.544867671,51,East Point,-0.2,1.4696536796536797,0,-1.4,-0.8,18.8,0,-61.99,46.46
2020-01-01,Prince Edward Island,0,0,0.626459347,51,East Point,3,1.4693739593739594,0,-1.5,0.7,17.3,0,-61.99,46.46
2020-02-01,Prince Edward Island,0,0,0.564731404,51,East Point,-1.4,1.4063436563436562,0,-9.8,-5.6,23.6,0,-61.99,46.46
2020-03-01,Prince Edward Island,0,0,0.571924505,51,East Point,-0.4,1.371928071928072,3.3,-4.2,-2.3,20.3,0,-61.99,46.46
2020-04-01,Prince Edward Island,0,0,0.495285166,51,East Point,3.1,1.2524475524475525,4.8,-1.6,0.8,17.2,0,-61.99,46.46
2020-05-01,Prince Edward Island,0,0,0.552291787,51,East Point,9.1,1.116083916083916,1.7,2.2,5.6,12.4,0,-61.99,46.46
2020-06-01,Prince Edward Island,0,0,0.554032833,51,East Point,5.96,1.116083916083916,1.0769230769230769,0.05,3.01,14.989999999999998,0,-61.99,46.46
2020-07-01,Prince Edward Island,0,0,0.504434179,51,East Point,5.96,1.2342657342657342,0.5,0.05,3.01,14.989999999999998,0,-61.99,46.46
2020-08-01,Prince Edward Island,0,0,0.587569383,51,East Point,5.96,1.6405594405594406,0.9,0.05,3.01,14.989999999999998,0,-61.99,46.46
2020-09-01,Prince Edward Island,0,0,0.480607736,51,East Point,5.96,1.7251748251748251,0,0.05,3.01,14.989999999999998,0,-61.99,46.46
2020-10-01,Prince Edward Island,0,0,0.491713087,51,East Point,15.9,1.643356643356643,0,7.9,11.9,6.1,0,-61.99,46.46
2020-11-01,Prince Edward Island,0,0,0.435623112,51,East Point,12.2,1.8600233100233103,0,-1.3,5.5,12.5,0,-61.99,46.46
2020-12-01,Prince Edward Island,0,0,0.447404841,51,East Point,12.5,2.1333333333333333,1.3,7.6,10.1,7.9,0,-61.99,46.46
2021-01-01,Prince Edward Island,0,0,0.544042725,51,East Point,13.53,2.488705234,4.469230769230769,6.06,9.8,8.360000000000001,0.16,-61.99,46.46
2021-02-01,Prince Edward Island,0,0,0.587415008,51,East Point,15.2,6.461432506887053,4.230769230769231,7,11.11,7.05,0.16,-61.99,46.46
2021-03-01,Prince Edward Island,0,0,0.542961812,51,East Point,15.15,6.4614325068870535,3.9,6.81,10.989999999999998,7.169999999999999,0.16,-61.99,46.46
2021-04-01,Prince Edward Island,0,0,0.637684041,51,East Point,15.82222222222222,6.4614325068870535,4.083333333333334,7.322222222222223,11.588888888888889,6.588888888888888,0.1777777777777777,-61.99,46.46
2021-05-01,Prince Edward Island,0,0,0.595997881,51,East Point,15.82222222222222,6.552341597796144,4.083333333333334,7.322222222222223,11.588888888888889,6.588888888888888,0.1777777777777777,-61.99,46.46
2021-06-01,Prince Edward Island,0,0,0.653887651,51,East Point,15.82222222222222,6.452341597796144,4.409090909,7.322222222222223,11.588888888888889,6.588888888888888,0.1777777777777777,-61.99,46.46
2021-07-01,Prince Edward Island,0,0,0.620640445,51,East Point,18.6,6.091502436956983,44.6,13.7,16.2,1.8,0,-61.99,46.46
2021-08-01,Prince Edward Island,0,0,0.670083936,51,East Point,22.7,6.277575757575758,0,13.4,18,0,0,-61.99,46.46
2021-09-01,Prince Edward Island,0,0,0.530809419,51,East Point,24.1,6.541750841750842,0,15.2,19.6,0,1.6,-61.99,46.46
2021-10-01,Prince Edward Island,0,0,0.637902586,51,East Point,17.5,6.849053030303031,1,7.7,12.6,5.4,0,-61.99,46.46
2021-11-01,Prince Edward Island,0,0,0.725759383,51,East Point,16.3,7.244155844155844,0.2,5.2,10.8,7.2,0,-61.99,46.46
2021-12-01,Prince Edward Island,0,0,0.622290076,51,East Point,2.6,7.716666666666666,0.5,-3.5,-0.4,18.4,0,-61.99,46.46
2013-01-01,Prince Edward Island,1.16854283,0,0,237,St. Peters Bay,-4.6,1.2,0,-12.3,-8.5,26.5,0,-62.58,46.45
2013-02-01,Prince Edward Island,1.168256697,0,0,237,St. Peters Bay,1.6,1.2571428571428571,0.4,-9.3,-3.9,21.9,0,-62.58,46.45
2013-03-01,Prince Edward Island,1.300349547,0,0,237,St. Peters Bay,-0.8,1.1,0,-3.2,-2,20,0,-62.58,46.45
2013-04-01,Prince Edward Island,1.459499039,0,0,237,St. Peters Bay,4.6,1.3555555555555554,0.3,-2.1,1.3,16.7,0,-62.58,46.45
2013-05-01,Prince Edward Island,1.283861046,0,0,237,St. Peters Bay,11,1.98,0.7,1,6,12,0,-62.58,46.45
2013-06-01,Prince Edward Island,1.170224376,0,0,237,St. Peters Bay,20.7,2.890909090909091,5.8,7.2,14,4,0,-62.58,46.45
2013-07-01,Prince Edward Island,1.16087505,0,0,237,St. Peters Bay,24.3,2.909090909090909,1.6,14.2,19.3,0,1.3,-62.58,46.45
2013-08-01,Prince Edward Island,1.182488115,0,0,237,St. Peters Bay,26.3,2.909090909090909,0,15.2,20.8,0,2.8,-62.58,46.45
2013-09-01,Prince Edward Island,1.185161306,0,0,237,St. Peters Bay,20,2.909090909090909,3.4,15.6,17.8,0.2,0,-62.58,46.45
2013-10-01,Prince Edward Island,1.121574498,0,0,237,St. Peters Bay,16.2,2.9000000000000004,7.6,11.1,13.7,4.3,0,-62.58,46.45
2013-11-01,Prince Edward Island,1.180354663,0,0,237,St. Peters Bay,18,3.590909090909091,12,8.9,13.5,4.5,0,-62.58,46.45
2013-12-01,Prince Edward Island,1.092444125,0,0,237,St. Peters Bay,1.2,4.790909090909091,0.2,-8.5,-3.7,21.7,0,-62.58,46.45
2014-01-01,Prince Edward Island,0.911194952,0,0,237,St. Peters Bay,-13.9,4.645454545454546,0.4,-17.9,-15.9,33.9,0,-62.58,46.45
2014-02-01,Prince Edward Island,1.126631882,0,0,237,St. Peters Bay,-1.6,4.645454545454546,0,-5.5,-3.6,21.6,0,-62.58,46.45
2014-03-01,Prince Edward Island,1.020953963,0,0,237,St. Peters Bay,-4.8,4.336363636363637,0.2,-17,-10.9,28.9,0,-62.58,46.45
2014-04-01,Prince Edward Island,1.04445222,0,0,237,St. Peters Bay,-2.1,3.827272727272728,8.3,-3.6,-2.9,20.9,0,-62.58,46.45
2014-05-01,Prince Edward Island,0.998337825,0,0,237,St. Peters Bay,11.9,2.754545454545455,19,-1.1,5.4,12.6,0,-62.58,46.45
2014-06-01,Prince Edward Island,0.90886653,0,0,237,St. Peters Bay,14.7,3.827272727272728,0,4.1,9.4,8.6,0,-62.58,46.45
2014-07-01,Prince Edward Island,0.922519768,0,0,237,St. Peters Bay,29.5,3.790909090909091,0,18,23.8,0,5.8,-62.58,46.45
2014-08-01,Prince Edward Island,0.974250317,0,0,237,St. Peters Bay,26.1,3.790909090909091,0,15,20.6,0,2.6,-62.58,46.45
2014-09-01,Prince Edward Island,0.982181104,0,0,237,St. Peters Bay,18.8,3.809090909090909,2,14.4,16.6,1.4,0,-62.58,46.45
2014-10-01,Prince Edward Island,1.027027407,0,0,237,St. Peters Bay,11.9,3.463636363636364,0.2,9,10.5,7.5,0,-62.58,46.45
2014-11-01,Prince Edward Island,1.006075579,0,0,237,St. Peters Bay,7.3,1.7363636363636366,12,2.9,5.1,12.9,0,-62.58,46.45
2014-12-01,Prince Edward Island,0.944749911,0,0,237,St. Peters Bay,12.5,1.7363636363636366,0,-1.4,5.6,12.4,0,-62.58,46.45
2015-01-01,Prince Edward Island,1.034507492,0,0,237,St. Peters Bay,-3.3,1.7363636363636366,0,-14.3,-8.8,26.8,0,-62.58,46.45
2015-02-01,Prince Edward Island,1.035192854,0,0,237,St. Peters Bay,-3.3,1.7363636363636366,0.4,-18.3,-10.8,28.8,0,-62.58,46.45
2015-03-01,Prince Edward Island,0.862049076,0,0,237,St. Peters Bay,-3.2,1.554545454545455,4.5,-15.5,-9.4,27.4,0,-62.58,46.45
2015-04-01,Prince Edward Island,1.04672391,0,0,237,St. Peters Bay,-1.4,1.5363636363636368,0,-8.1,-4.8,22.8,0,-62.58,46.45
2015-05-01,Prince Edward Island,0.925493949,0,0,237,St. Peters Bay,4.6,1.2181818181818185,0,-2.2,1.2,16.8,0,-62.58,46.45
2015-06-01,Prince Edward Island,0.96041173,0,0,237,St. Peters Bay,10.6,1.2181818181818185,0,4.8,7.7,10.3,0,-62.58,46.45
2015-07-01,Prince Edward Island,0.928425701,0,0,237,St. Peters Bay,25,1.2181818181818185,0,13.2,19.1,0,1.1,-62.58,46.45
2015-08-01,Prince Edward Island,0.955069615,0,0,237,St. Peters Bay,27.6,1.2181818181818185,0,15.7,21.7,0,3.7,-62.58,46.45
2015-09-01,Prince Edward Island,1.028136241,0,0,237,St. Peters Bay,16.1,0.8090909090909094,0,7.6,11.9,6.1,0,-62.58,46.45
2015-10-01,Prince Edward Island,1.012194731,0,0,237,St. Peters Bay,20.8,0.9181818181818184,8.5,9.4,15.1,2.9,0,-62.58,46.45
2015-11-01,Prince Edward Island,0.853420971,0,0,237,St. Peters Bay,10.3,1.1000000000000003,0,2.3,6.3,11.7,0,-62.58,46.45
2015-12-01,Prince Edward Island,0.923733302,0,0,237,St. Peters Bay,1,1.1000000000000003,0,-5.1,-2.1,20.1,0,-62.58,46.45
2016-01-01,Prince Edward Island,1.081405395,0,0,237,St. Peters Bay,-0.3,1.1272727272727276,0.4,-6.4,-3.4,21.4,0,-62.58,46.45
2016-02-01,Prince Edward Island,1.197744019,0,0,237,St. Peters Bay,8.9,1.1272727272727276,0,0.7,4.8,13.2,0,-62.58,46.45
2016-03-01,Prince Edward Island,1.006792357,0,0,237,St. Peters Bay,5.2,1.1272727272727276,1.2,-7.2,-1,19,0,-62.58,46.45
2016-04-01,Prince Edward Island,0.954583576,0,0,237,St. Peters Bay,18.8,2.972727272727273,2,7.7,13.3,4.7,0,-62.58,46.45
2016-05-01,Prince Edward Island,1.160822541,0,0,237,St. Peters Bay,9.3,2.972727272727273,0,-2.5,3.4,14.6,0,-62.58,46.45
2016-06-01,Prince Edward Island,1.050629401,0,0,237,St. Peters Bay,9.2,2.990909090909092,0.3,0.9,5.1,12.9,0,-62.58,46.45
2016-07-01,Prince Edward Island,0.995539175,0,0,237,St. Peters Bay,27.7,4.863636363636364,0,14.9,21.3,0,3.3,-62.58,46.45
2016-08-01,Prince Edward Island,1.011392993,0,0,237,St. Peters Bay,22.8,5.954545454545454,0,10.8,16.8,1.2,0,-62.58,46.45
2016-09-01,Prince Edward Island,1.036938924,0,0,237,St. Peters Bay,21.1,5.845454545454547,28.8,16.5,18.8,0,0.8,-62.58,46.45
2016-10-01,Prince Edward Island,1.095506349,0,0,237,St. Peters Bay,18,5.954545454545454,0,6.7,12.4,5.6,0,-62.58,46.45
2016-11-01,Prince Edward Island,1.164095772,0,0,237,St. Peters Bay,8.5,5.954545454545454,0.2,6.5,7.4,10.6,0,-62.58,46.45
2016-12-01,Prince Edward Island,1.101332198,0,0,237,St. Peters Bay,4.6,6.081818181818182,21,0,2.3,15.7,0,-62.58,46.45
2017-01-01,Prince Edward Island,1.30831906,0,0,237,St. Peters Bay,2.5,6.181818181818183,12,-7.9,-2.7,20.7,0,-62.58,46.45
2017-02-01,Prince Edward Island,1.133982796,0,0,237,St. Peters Bay,-2.1,6.181818181818183,0,-13.4,-7.8,25.8,0,-62.58,46.45
2017-03-01,Prince Edward Island,1.30012543,0,0,237,St. Peters Bay,8.8,3.754545454545456,3.2,-4.2,1.7,16.3,0,-62.58,46.45
2017-04-01,Prince Edward Island,1.053386826,0,0,237,St. Peters Bay,1.1,4.163636363636365,0,-2.8,-0.9,18.9,0,-62.58,46.45
2017-05-01,Prince Edward Island,1.246109276,0,0,237,St. Peters Bay,11.1,4.145454545454546,1.7,-0.5,5.3,12.7,0,-62.58,46.45
2017-06-01,Prince Edward Island,1.240327138,0,0,237,St. Peters Bay,18.2,2.236363636363637,1.1,9.1,13.7,4.3,0,-62.58,46.45
2017-07-01,Prince Edward Island,1.222301498,0,0,237,St. Peters Bay,19.3,2.0454545454545463,0,14.6,17,1,0,-62.58,46.45
2017-08-01,Prince Edward Island,1.316343145,0,0,237,St. Peters Bay,22.3,2.0454545454545463,2.1,10.7,16.5,1.5,0,-62.58,46.45
2017-09-01,Prince Edward Island,1.386460245,0,0,237,St. Peters Bay,17.1,2.127272727272728,4.5,9.2,13.2,4.8,0,-62.58,46.45
2017-10-01,Prince Edward Island,1.398598956,0,0,237,St. Peters Bay,16.8,2.127272727272728,0,3.5,10.2,7.8,0,-62.58,46.45
2017-11-01,Prince Edward Island,1.513206185,0,0,237,St. Peters Bay,10.9,2.200000000000001,0,0.4,5.7,12.3,0,-62.58,46.45
2017-12-01,Prince Edward Island,1.550438541,0,0,237,St. Peters Bay,5.8,2.1818181818181825,9.9,-1.4,2.2,15.8,0,-62.58,46.45
2018-01-01,Prince Edward Island,1.466763542,0,0,237,St. Peters Bay,-10.6,2.2181818181818187,0,-12.7,-11.7,29.7,0,-62.58,46.45
2018-02-01,Prince Edward Island,1.410137515,0,0,237,St. Peters Bay,3.6,2.027272727272728,4.1,-10.4,-3.4,21.4,0,-62.58,46.45
2018-03-01,Prince Edward Island,1.379099701,0,0,237,St. Peters Bay,2.9,1.6181818181818186,0,-8.1,-2.6,20.6,0,-62.58,46.45
2018-04-01,Prince Edward Island,1.382977211,0,0,237,St. Peters Bay,7.9,1.6181818181818186,2.5,-2.4,2.8,15.2,0,-62.58,46.45
2018-05-01,Prince Edward Island,1.397421205,0,0,237,St. Peters Bay,8.8,1.6181818181818186,0.9,3.2,6,12,0,-62.58,46.45
2018-06-01,Prince Edward Island,1.306428589,0,0,237,St. Peters Bay,29.2,0.7181818181818188,0.4,10.4,19.8,0,1.8,-62.58,46.45
2018-07-01,Prince Edward Island,1.239199354,0,0,237,St. Peters Bay,19.9,0.9272727272727278,0,11.6,15.8,2.2,0,-62.58,46.45
2018-08-01,Prince Edward Island,1.292635112,0,0,237,St. Peters Bay,31.3,0.5545454545454551,0,17.1,24.2,0,6.2,-62.58,46.45
2018-09-01,Prince Edward Island,1.289084061,0,0,237,St. Peters Bay,21.7,0.5545454545454551,0,11.2,16.4,1.6,0,-62.58,46.45
2018-10-01,Prince Edward Island,1.236642941,0,0,237,St. Peters Bay,13.9,0.3272727272727279,0,2.7,8.3,9.7,0,-62.58,46.45
2018-11-01,Prince Edward Island,1.355405938,0,0,237,St. Peters Bay,8.5,1.0272727272727278,0,3.3,5.9,12.1,0,-62.58,46.45
2018-12-01,Prince Edward Island,1.283353587,0,0,237,St. Peters Bay,0.6,0.9909090909090914,2.3,-3.6,-1.5,19.5,0,-62.58,46.45
2019-01-01,Prince Edward Island,1.381616985,0,0,237,St. Peters Bay,-1.7,0.9909090909090914,0,-12.3,-7,25,0,-62.58,46.45
2019-02-01,Prince Edward Island,1.462056345,0,0,237,St. Peters Bay,-11,1.345454545454546,0,-16.6,-13.8,31.8,0,-62.58,46.45
2019-03-01,Prince Edward Island,1.623884113,0,0,237,St. Peters Bay,-2.2,1.3636363636363642,0,-10.6,-6.4,24.4,0,-62.58,46.45
2019-04-01,Prince Edward Island,1.577428119,0,0,237,St. Peters Bay,8.2,1.3636363636363642,8.6,-2.1,3.1,14.9,0,-62.58,46.45
2019-05-01,Prince Edward Island,1.404622311,0,0,237,St. Peters Bay,5.5,1.863636363636364,0,-1.8,1.9,16.1,0,-62.58,46.45
2019-06-01,Prince Edward Island,1.442163411,0,0,237,St. Peters Bay,17.6,1.6545454545454548,0,4.7,11.2,6.8,0,-62.58,46.45
2019-07-01,Prince Edward Island,1.339277986,0,0,237,St. Peters Bay,14.7,1.6545454545454548,3.9,11.4,13,5,0,-62.58,46.45
2019-08-01,Prince Edward Island,1.450691056,0,0,237,St. Peters Bay,23.8,1.6545454545454548,0.2,14.3,19,0,1,-62.58,46.45
2019-09-01,Prince Edward Island,1.406952041,0,0,237,St. Peters Bay,18.4,1.7363636363636368,0,10,14.2,3.8,0,-62.58,46.45
2019-10-01,Prince Edward Island,1.560440879,0,0,237,St. Peters Bay,11.1,1.954545454545456,5.5,7.4,9.2,8.8,0,-62.58,46.45
2019-11-01,Prince Edward Island,1.500741225,0,0,237,St. Peters Bay,21.3,2.309090909090909,0,5.9,13.6,4.4,0,-62.58,46.45
2019-12-01,Prince Edward Island,1.682142372,0,0,237,St. Peters Bay,-1.2,2.436363636363637,0,-4.8,-3,21,0,-62.58,46.45
2020-01-01,Prince Edward Island,1.824327039,0,0,237,St. Peters Bay,2.8,2.100000000000001,0,-2.1,0.3,17.7,0,-62.58,46.45
2020-02-01,Prince Edward Island,1.672002389,0,0,237,St. Peters Bay,-1.2,2.145454545454546,0.9,-12.7,-7,25,0,-62.58,46.45
2020-03-01,Prince Edward Island,1.593786971,0,0,237,St. Peters Bay,-0.1,2.145454545454546,11,-3.9,-2,20,0,-62.58,46.45
2020-04-01,Prince Edward Island,1.574989056,0,0,237,St. Peters Bay,5.1,1.6454545454545462,3.9,-0.9,2.1,15.9,0,-62.58,46.45
2020-05-01,Prince Edward Island,1.729980176,0,0,237,St. Peters Bay,16,1.6454545454545462,1.4,1.9,8.9,9.1,0,-62.58,46.45
2020-06-01,Prince Edward Island,1.749984909,0,0,237,St. Peters Bay,10.6,1.7727272727272734,0.2,7.6,9.1,8.9,0,-62.58,46.45
2020-07-01,Prince Edward Island,1.596890091,0,0,237,St. Peters Bay,23.1,2.363636363636364,0.7,17.4,20.2,0,2.2,-62.58,46.45
2020-08-01,Prince Edward Island,1.597443394,0,0,237,St. Peters Bay,21.3,2.281818181818182,0,16.6,18.9,0,0.9,-62.58,46.45
2020-09-01,Prince Edward Island,1.522026627,0,0,237,St. Peters Bay,19.7,1.2818181818181824,0,5.9,12.8,5.2,0,-62.58,46.45
2020-10-01,Prince Edward Island,1.52811791,0,0,237,St. Peters Bay,22,1.1062500000000006,0,12.6,17.3,0.7,0,-62.58,46.45
2020-11-01,Prince Edward Island,1.586350703,0,0,237,St. Peters Bay,12.2,1.161401515151516,1.4,-2.9,4.7,13.3,0,-62.58,46.45
2020-12-01,Prince Edward Island,1.556108415,0,0,237,St. Peters Bay,13.7,1.3373755411255417,6.5,7.4,10.5,7.5,0,-62.58,46.45
2021-01-01,Prince Edward Island,2.185989356,0,0,237,St. Peters Bay,-2,1.4779349816849825,0,-5.2,-3.6,21.6,0,-62.58,46.45
2021-02-01,Prince Edward Island,2.098577018,0,0,237,St. Peters Bay,-2,3.414298618048619,0,-4.8,-3.4,21.4,0,-62.58,46.45
2021-03-01,Prince Edward Island,2.029538169,0,0,237,St. Peters Bay,2.4,3.414298618048619,1.96875,-8.1,-2.9,20.9,0,-62.58,46.45
2021-04-01,Prince Edward Island,2.214194942,0,0,237,St. Peters Bay,15.9,3.414298618048619,2.006666666666667,7.9,11.9,6.1,0,-62.58,46.45
2021-05-01,Prince Edward Island,1.701939995,0,0,237,St. Peters Bay,6.4,3.287025890775892,2.135714285714286,2.3,4.4,13.6,0,-62.58,46.45
2021-06-01,Prince Edward Island,1.578717369,0,0,237,St. Peters Bay,16.9,2.6961167998668008,2.246153846153846,8,12.5,5.5,0,-62.58,46.45
2021-07-01,Prince Edward Island,1.428555917,0,0,237,St. Peters Bay,20,2.6961167998668008,21.3,12.5,16.3,1.7,0,-62.58,46.45
2021-08-01,Prince Edward Island,1.417699515,0,0,237,St. Peters Bay,23.4,2.965728479853481,0,13.1,18.3,0,0.3,-62.58,46.45
2021-09-01,Prince Edward Island,1.487456831,0,0,237,St. Peters Bay,21.9,3.0765038665038675,0,14.4,18.1,0,0.1,-62.58,46.45
2021-10-01,Prince Edward Island,1.599640323,0,0,237,St. Peters Bay,16.5,3.210233516483518,0,6.1,11.3,6.7,0,-62.58,46.45
2021-11-01,Prince Edward Island,1.806768341,0,0,237,St. Peters Bay,16.4,3.363736263736265,0,6.5,11.4,6.6,0,-62.58,46.45
2021-12-01,Prince Edward Island,1.863499946,0,0,237,St. Peters Bay,1,3.550000000000002,0,-4,-1.5,19.5,0,-62.58,46.45
2013-01-01,Prince Edward Island,21.61804236,10.21237886,12.97816598,14829,Summerside,-4.5,0.4000000000000001,0,-13.4,-9,27,0,-63.84,46.44
2013-02-01,Prince Edward Island,21.61274889,9.199262583,14.84898762,14829,Summerside,0.7,0.7571428571428571,0.2,-11.3,-5.3,23.3,0,-63.84,46.44
2013-03-01,Prince Edward Island,24.05646662,8.907034957,15.48603205,14829,Summerside,-0.4,0.6625,0,-3.8,-2.1,20.1,0,-63.84,46.44
2013-04-01,Prince Edward Island,27.00073222,8.436025461,14.03677759,14829,Summerside,6.2,0.7666666666666667,1.1,0,3.1,14.9,0,-63.84,46.44
2013-05-01,Prince Edward Island,23.75142935,9.001244745,11.55283759,14829,Summerside,9.7,0.6900000000000001,0,0.5,5.1,12.9,0,-63.84,46.44
2013-06-01,Prince Edward Island,21.64915096,10.27445397,11.93759815,14829,Summerside,18.2,1.0363636363636364,1.1,8.7,13.5,4.5,0,-63.84,46.44
2013-07-01,Prince Edward Island,21.47618843,10.18975321,9.522488885,14829,Summerside,25.1,1.2000000000000002,2.9,16.6,20.9,0,2.9,-63.84,46.44
2013-08-01,Prince Edward Island,21.87603012,11.02386795,9.717271778,14829,Summerside,26.9,1.2000000000000002,0,15.8,21.4,0,3.4,-63.84,46.44
2013-09-01,Prince Edward Island,21.92548416,10.88779836,10.39350524,14829,Summerside,21.7,1.2000000000000002,1.6,16.6,19.2,0,1.2,-63.84,46.44
2013-10-01,Prince Edward Island,20.74912822,10.52491163,10.88613472,14829,Summerside,19.9,1.1,0,11.3,15.6,2.4,0,-63.84,46.44
2013-11-01,Prince Edward Island,21.83656126,12.34350845,10.19575006,14829,Summerside,18.3,1.3454545454545457,4.5,10.3,14.3,3.7,0,-63.84,46.44
2013-12-01,Prince Edward Island,20.21021632,10.38753423,13.206572,14829,Summerside,1.2,2.5545454545454547,1.8,-6.9,-2.9,20.9,0,-63.84,46.44
2014-01-01,Prince Edward Island,16.85710661,9.491469075,14.50111092,14829,Summerside,-14.9,2.290909090909091,0.2,-25.3,-20.1,38.1,0,-63.84,46.44
2014-02-01,Prince Edward Island,20.84268981,9.749204597,14.74047613,14829,Summerside,-0.6,2.290909090909091,0,-7.8,-4.2,22.2,0,-63.84,46.44
2014-03-01,Prince Edward Island,18.88764831,9.351419016,12.40731821,14829,Summerside,-3.3,2.145454545454545,0,-17.9,-10.6,28.6,0,-63.84,46.44
2014-04-01,Prince Edward Island,19.32236607,11.47742805,12.37207913,14829,Summerside,-2.4,2.290909090909091,2.7,-3.7,-3.1,21.1,0,-63.84,46.44
2014-05-01,Prince Edward Island,18.46924976,11.04717843,11.90779085,14829,Summerside,9.7,1.8818181818181816,14.4,-0.1,4.8,13.2,0,-63.84,46.44
2014-06-01,Prince Edward Island,16.81403081,11.29655016,12.5233535,14829,Summerside,19.5,2.7181818181818183,0,4.7,12.1,5.9,0,-63.84,46.44
2014-07-01,Prince Edward Island,17.0666157,10.79626042,11.3151563,14829,Summerside,27.5,2.7,0,16.8,22.2,0,4.2,-63.84,46.44
2014-08-01,Prince Edward Island,18.02363086,11.1043491,10.64199755,14829,Summerside,26.8,2.7,0,14.9,20.9,0,2.9,-63.84,46.44
2014-09-01,Prince Edward Island,18.17035043,9.420629725,11.26069093,14829,Summerside,19.9,2.7,1.6,16.9,18.4,0,0.4,-63.84,46.44
2014-10-01,Prince Edward Island,19.00000702,11.63664022,11.10271013,14829,Summerside,12.9,2.4545454545454546,0,9.4,11.2,6.8,0,-63.84,46.44
2014-11-01,Prince Edward Island,18.61239821,11.34451452,12.55084925,14829,Summerside,7.3,1.1636363636363634,11,5,6.2,11.8,0,-63.84,46.44
2014-12-01,Prince Edward Island,17.47787335,11.81363152,9.122119864,14829,Summerside,11.2,1.1636363636363634,0,-2.2,4.5,13.5,0,-63.84,46.44
2015-01-01,Prince Edward Island,19.13838861,12.14014237,11.21101744,14829,Summerside,-3,1.1636363636363634,0,-11.1,-7.1,25.1,0,-63.84,46.44
2015-02-01,Prince Edward Island,19.1510678,13.16996505,8.081991672,14829,Summerside,-6.8,1.1636363636363634,0,-20.1,-13.5,31.5,0,-63.84,46.44
2015-03-01,Prince Edward Island,15.94790791,13.45027379,9.495206991,14829,Summerside,-3.7,1.018181818181818,0,-18.3,-11,29,0,-63.84,46.44
2015-04-01,Prince Edward Island,19.36439233,13.84391644,9.143136118,14829,Summerside,0.6,1.0363636363636362,0.2,-6.9,-3.2,21.2,0,-63.84,46.44
2015-05-01,Prince Edward Island,17.12163806,11.09086285,11.65295911,14829,Summerside,3.8,0.4727272727272726,0,0.3,2.1,15.9,0,-63.84,46.44
2015-06-01,Prince Edward Island,17.76761701,10.69309157,13.11851176,14829,Summerside,12.8,1.2818181818181815,0,6.5,9.7,8.3,0,-63.84,46.44
2015-07-01,Prince Edward Island,17.17587546,9.310871308,13.2090717,14829,Summerside,24.6,1.2818181818181815,0,12.7,18.7,0,0.7,-63.84,46.44
2015-08-01,Prince Edward Island,17.66878787,9.303508828,13.49108399,14829,Summerside,27.3,1.2818181818181815,0,16.2,21.8,0,3.8,-63.84,46.44
2015-09-01,Prince Edward Island,19.02052046,9.714053487,14.70516053,14829,Summerside,16.7,1.2818181818181815,0.2,9.5,13.1,4.9,0,-63.84,46.44
2015-10-01,Prince Edward Island,18.72560251,10.14584363,13.34972681,14829,Summerside,17.6,1.2818181818181815,4.8,9.8,13.7,4.3,0,-63.84,46.44
