Date,provincename,Construction,Transportation,Agriculture,Population,Station Name,Max Temp (Â°C),Total Snow (cm),Total Precip (mm),Min Temp (Â°C),Mean Temp (Â°C),Heat Deg Days (Â°C),Cool Deg Days (Â°C),Longitude (x),Latitude (y)
2016-05-01,Ontario,1.554244721,0.831410759,4.671573114,316,Dorion,13.9,1.590909091,0.4,-3,5.5,12.5,0,-89.33,48.37
2016-06-01,Ontario,1.507847473,0.814983247,4.388303978,316,Dorion,15.1,0.745454545,4.5,8.4,11.8,6.2,0,-89.33,48.37
2016-07-01,Ontario,1.470804169,0.816992701,4.903692529,316,Dorion,24.2,0.781818182,0,8,16.1,1.9,0,-89.33,48.37
2016-08-01,Ontario,1.495286907,0.851436288,4.288885666,316,Dorion,27.9,0.8,0,9.7,18.8,0,0.8,-89.33,48.37
2016-09-01,Ontario,1.50580615,0.857881107,4.451723189,316,Dorion,20.3,0.818181818,0,6.6,13.5,4.5,0,-89.33,48.37
2016-10-01,Ontario,1.559238491,0.859448695,4.919111106,316,Dorion,20,0.609090909,0,4,12,6,0,-89.33,48.37
2016-11-01,Ontario,1.558620224,0.844900221,4.46132315,316,Dorion,6.7,0.663636364,1,8.9,1.4,16.6,0,-89.33,48.37
2016-12-01,Ontario,1.591279639,0.829025033,4.677048405,316,Dorion,0.3,0.7,0.4,-3.5,-1.6,19.6,0,-89.33,48.37
2017-01-01,Ontario,1.56052848,0.857928494,4.723110185,316,Dorion,-5.1,0.909090909,0.2,-20.3,-12.7,30.7,0,-89.33,48.37
2017-02-01,Ontario,1.53380901,0.836391002,4.713076545,316,Dorion,-7.9,1.8,0.2,-17.3,-12.6,30.6,0,-89.33,48.37
2017-03-01,Ontario,1.528968488,0.834355146,4.702379626,316,Dorion,-4.3,1.8,0,-14.2,-9.3,27.3,0,-89.33,48.37
2017-04-01,Ontario,1.508013196,0.885513286,4.719375554,316,Dorion,8.8,1.8,1,-1.2,3.8,14.2,0,-89.33,48.37
2017-05-01,Ontario,1.567594288,0.881269573,4.993388997,316,Dorion,6.7,1.709090909,4.9,1.2,4,14,0,-89.33,48.37
2017-06-01,Ontario,1.574878611,0.875317523,4.573726557,316,Dorion,21.5,1.809090909,2.3,1.9,11.7,6.3,0,-89.33,48.37
2017-07-01,Ontario,1.507853424,0.879636932,4.473156324,316,Dorion,19.5,1.790909091,9.8,11,15.3,2.7,0,-89.33,48.37
2017-08-01,Ontario,1.562380975,0.905886744,4.653773318,316,Dorion,28.5,1.772727273,0,17,22.8,0,4.8,-89.33,48.37
2017-09-01,Ontario,1.611123725,0.887563187,4.816132314,316,Dorion,19.3,1.772727273,0,2.2,10.8,7.2,0,-89.33,48.37
2017-10-01,Ontario,1.608304015,0.91031237,4.338365844,316,Dorion,17.5,1.681818182,0,4.7,11.1,6.9,0,-89.33,48.37
2017-11-01,Ontario,1.601874349,0.875575919,4.416255987,316,Dorion,2.4,1.254545455,1.5,-3.7,-0.7,18.7,0,-89.33,48.37
2017-12-01,Ontario,1.610025995,0.88984474,4.047492912,316,Dorion,6.2,1.081818182,0,-6.6,-0.2,18.2,0,-89.33,48.37
2018-01-01,Ontario,1.633626606,0.859216893,4.168307194,316,Dorion,-14.5,0.190909091,0,-25.6,-20.1,38.1,0,-89.33,48.37
2018-02-01,Ontario,1.689416607,0.87214907,4.502087894,316,Dorion,-15.5,2.309090909,0,-21.7,-18.6,36.6,0,-89.33,48.37
2018-03-01,Ontario,1.696851849,0.887863238,4.794598242,316,Dorion,-1.5,2.4,0,-11.6,-6.6,24.6,0,-89.33,48.37
2018-04-01,Ontario,1.68729738,0.882785972,4.676653953,316,Dorion,-0.8,2.4,0.2,-13,-6.9,24.9,0,-89.33,48.37
2018-05-01,Ontario,1.71236581,0.870571851,4.757215686,316,Dorion,22.5,2.263636364,0.4,5,13.8,4.2,0,-89.33,48.37
2018-06-01,Ontario,1.745978822,0.887661808,5.05598489,316,Dorion,13.6,2.263636364,0,4.8,9.2,8.8,0,-89.33,48.37
2018-07-01,Ontario,1.685344504,0.923539235,5.378195988,316,Dorion,17.7,2.272727273,23.3,13.8,15.8,2.2,0,-89.33,48.37
2018-08-01,Ontario,1.706294099,0.886865652,4.919472229,316,Dorion,15.5,2.272727273,1,9.9,12.7,5.3,0,-89.33,48.37
2018-09-01,Ontario,1.694561439,0.89022567,4.656586839,316,Dorion,27.8,2.354545455,0,15.9,21.9,0,3.9,-89.33,48.37
2018-10-01,Ontario,1.702467683,0.899541197,4.616233067,316,Dorion,8.3,2.336363636,0,-3.5,2.4,15.6,0,-89.33,48.37
2018-11-01,Ontario,1.56195813,0.865397082,4.084800365,316,Dorion,7.2,2.3,0,-1.3,2.9,15.1,0,-89.33,48.37
2018-12-01,Ontario,1.62538952,0.92460428,4.124818038,316,Dorion,-2.3,2.509090909,0.1,-9.4,-5.8,23.8,0,-89.33,48.37
2019-01-01,Ontario,1.597613902,0.873528476,4.415672707,316,Dorion,-15.1,0.390909091,0,-27.1,-21.1,39.1,0,-89.33,48.37
2019-02-01,Ontario,1.688550178,0.874948293,4.208286461,316,Dorion,-11.5,0.3,0.9,-34.6,-23,41,0,-89.33,48.37
2019-03-01,Ontario,1.633760218,0.873693247,4.561951502,316,Dorion,-5.2,0.318181818,0,-22.3,-13.8,31.8,0,-89.33,48.37
2019-04-01,Ontario,1.61050852,0.857054411,4.32583739,316,Dorion,4.8,0.354545455,0,-5.9,-0.5,18.5,0,-89.33,48.37
2019-05-01,Ontario,1.64171718,0.906915556,4.548240631,316,Dorion,4.2,0.372727273,2.3,1,2.6,15.4,0,-89.33,48.37
2019-06-01,Ontario,1.629649902,0.922249841,4.811030791,316,Dorion,19.3,0.436363636,0,0.7,10,8,0,-89.33,48.37
2019-07-01,Ontario,1.646203013,0.910197046,4.83989787,316,Dorion,29.5,0.436363636,0,9.6,19.6,0,1.6,-89.33,48.37
2019-08-01,Ontario,1.678161121,0.87639082,5.031220268,316,Dorion,25.4,0.4,0.2,7.5,16.4,1.6,0,-89.33,48.37
2019-09-01,Ontario,1.687534493,0.879656653,5.06389734,316,Dorion,21.2,0.436363636,0.4,7.6,14.4,3.6,0,-89.33,48.37
2019-10-01,Ontario,1.731605534,0.906717923,5.184460116,316,Dorion,8.9,0.436363636,0.2,-0.4,4.2,13.8,0,-89.33,48.37
2019-11-01,Ontario,1.709696095,0.931870267,4.913294299,316,Dorion,2.5,0.227272727,0.8,-7,-2.2,20.2,0,-89.33,48.37
2019-12-01,Ontario,1.686556427,0.916575201,4.80028572,316,Dorion,-1.4,0.309090909,0,-12.5,-6.9,24.9,0,-89.33,48.37
2020-01-01,Ontario,1.84528732,0.914215497,5.161514403,316,Dorion,-3.1,0.354545455,0.5,-23.1,-13.1,31.1,0,-89.33,48.37
2020-02-01,Ontario,1.79715301,0.894411191,4.939345478,316,Dorion,2.7,0.336363636,0.4,-1.6,0.6,17.4,0,-89.33,48.37
2020-03-01,Ontario,1.72376783,0.793923862,4.73131465,316,Dorion,5.1,1.463636364,0,-10.8,-2.8,20.8,0,-89.33,48.37
2020-04-01,Ontario,1.401391367,0.589849222,4.637149264,316,Dorion,7,1.618181818,0,-3.5,1.7,16.3,0,-89.33,48.37
2020-05-01,Ontario,1.501192456,0.585065457,4.683009091,316,Dorion,23.2,1.545454545,0.9,-2.9,10.2,7.8,0,-89.33,48.37
2020-06-01,Ontario,1.668919718,0.645021058,4.575523389,316,Dorion,19.2,1.545454545,0.5,3.5,11.3,6.7,0,-89.33,48.37
2020-07-01,Ontario,1.636411055,0.658329755,4.894175689,316,Dorion,26.8,1.5,0,14.7,20.8,0,2.8,-89.33,48.37
2020-08-01,Ontario,1.67148509,0.649161372,4.625585379,316,Dorion,24.7,1.463636364,12.8,10.7,17.7,0.3,0,-89.33,48.37
2020-09-01,Ontario,1.701130966,0.659424928,4.580761144,316,Dorion,21.2,1.463636364,1.9,4.6,12.9,5.1,0,-89.33,48.37
2020-10-01,Ontario,1.784942025,0.64239436,4.487694172,316,Dorion,8.2,1.472727273,0,1.4,4.8,13.2,0,-89.33,48.37
2020-11-01,Ontario,1.76916028,0.62649521,4.928000576,316,Dorion,-0.5,1.390909091,0,-6.6,-3.5,21.5,0,-89.33,48.37
2020-12-01,Ontario,1.815495815,0.625968069,4.651623841,316,Dorion,-1.9,1.345454545,0,-16.3,-9.1,27.1,0,-89.33,48.37
2021-01-01,Ontario,1.747300719,0.637777214,4.567893969,316,Dorion,-3,1.345454545,0,-14.9,-9,27,0,-89.33,48.37
2021-02-01,Ontario,1.774858411,0.645588644,4.784490222,316,Dorion,-0.9,0.181818182,0,-7.4,-4.1,22.1,0,-89.33,48.37
2021-03-01,Ontario,1.933348773,0.704003745,4.771816015,316,Dorion,-9.7,0.009090909,0.1,-19.2,-14.4,32.4,0,-89.33,48.37
2021-04-01,Ontario,1.811194951,0.659849863,4.736064849,316,Dorion,3.2,0.009090909,0,-14.6,-5.7,23.7,0,-89.33,48.37
2021-05-01,Ontario,1.799627704,0.671286264,5.068120819,316,Dorion,18.7,0.009090909,0,3,10.8,7.2,0,-89.33,48.37
2021-06-01,Ontario,1.804528309,0.691684262,4.821725351,316,Dorion,24.1,0.009090909,0,3.2,13.7,4.3,0,-89.33,48.37
2021-07-01,Ontario,1.73578358,0.703136534,5.066678469,316,Dorion,20.9,0.090909091,0,9.3,15.1,2.9,0,-89.33,48.37
2021-08-01,Ontario,1.773202329,0.699838196,4.9686851,316,Dorion,23.6,0.1,0,9.5,16.5,1.5,0,-89.33,48.37
2021-09-01,Ontario,1.796519394,0.720585911,5.108103668,316,Dorion,22.6,0.1,0,5.1,13.8,4.2,0,-89.33,48.37
2021-10-01,Ontario,1.810110898,0.719886651,4.874583523,316,Dorion,24.3,0.1125,0,7.5,15.9,2.1,0,-89.33,48.37
2021-11-01,Ontario,1.875106247,0.728163143,5.338133537,316,Dorion,5.5,0.128571429,0,-3.1,1.2,16.8,0,-89.33,48.37
2021-12-01,Ontario,1.829026944,0.732087357,4.720015816,316,Dorion,5.6,0.15,0.9,-9.3,-1.9,19.9,0,-89.33,48.37
2013-01-01,Ontario,18.42217161,18.43871908,22.40170016,7749,Dryden,-13,1.383333333,0,-23.4,-18.2,36.2,0,-92.74,49.83
2013-02-01,Ontario,17.89638575,18.21942028,23.92377962,7749,Dryden,-20.7,1.185714286,0,-30.9,-25.8,43.8,0,-92.74,49.83
2013-03-01,Ontario,18.37796295,18.81913468,22.36596902,7749,Dryden,-6.5,1.1,0,-16.6,-11.6,29.6,0,-92.74,49.83
2013-04-01,Ontario,18.40854634,19.02117815,24.20143528,7749,Dryden,-2,1.488888889,0,-15.6,-8.8,26.8,0,-92.74,49.83
2013-05-01,Ontario,18.48407359,18.59475757,25.43032925,7749,Dryden,0.2,1.42,0,-3.1,-1.5,19.5,0,-92.74,49.83
2013-06-01,Ontario,18.41803501,18.79031551,23.69989718,7749,Dryden,10.4,1.290909091,8.3,4,7.2,10.8,0,-92.74,49.83
2013-07-01,Ontario,18.15937143,17.30198563,27.47890132,7749,Dryden,26.9,1.290909091,0,12.4,19.7,0,1.7,-92.74,49.83
2013-08-01,Ontario,19.96875464,18.38225997,25.51524,7749,Dryden,21.4,1.290909091,0.5,11.7,16.6,1.4,0,-92.74,49.83
2013-09-01,Ontario,19.14897824,18.54097799,25.7599624,7749,Dryden,16.2,1.290909091,4.6,9.1,12.7,5.3,0,-92.74,49.83
2013-10-01,Ontario,19.18090322,18.83799665,25.35356039,7749,Dryden,16.3,1.290909091,0.8,9.3,12.8,5.2,0,-92.74,49.83
2013-11-01,Ontario,20.0011282,18.8371872,24.87859506,7749,Dryden,2.4,1.290909091,0,0.1,1.3,16.7,0,-92.74,49.83
2013-12-01,Ontario,18.56394131,18.86321045,23.07478804,7749,Dryden,-5.5,0.581818182,0,-8.4,-7,25,0,-92.74,49.83
2014-01-01,Ontario,18.21193084,20.44241406,22.6759779,7749,Dryden,-27.4,3.2,0,-37.3,-32.4,50.4,0,-92.74,49.83
2014-02-01,Ontario,18.34567988,20.22079075,21.46009062,7749,Dryden,-16.7,3.5,0,-24.7,-20.7,38.7,0,-92.74,49.83
2014-03-01,Ontario,17.90543546,19.9244642,24.1704913,7749,Dryden,-24.1,3.081818182,0,-30.9,-27.5,45.5,0,-92.74,49.83
2014-04-01,Ontario,18.37600005,19.39885232,25.24989678,7749,Dryden,-3.6,3.127272727,0,-13.8,-8.7,26.7,0,-92.74,49.83
2014-05-01,Ontario,19.14621457,20.23430501,24.44932389,7749,Dryden,7.6,3.172727273,0.5,0.8,4.2,13.8,0,-92.74,49.83
2014-06-01,Ontario,19.41422769,20.14831336,24.62039524,7749,Dryden,25.9,3.172727273,28.8,9.7,13.4,4.6,0,-92.74,49.83
2014-07-01,Ontario,19.64101567,20.06433884,23.61260484,7749,Dryden,15.5,3.172727273,3.8,8.2,11.9,6.1,0,-92.74,49.83
2014-08-01,Ontario,20.06975385,20.11249298,22.82514309,7749,Dryden,25.4,3.172727273,0,11.2,18.3,0,0.3,-92.74,49.83
2014-09-01,Ontario,20.09925888,19.08115065,23.04492807,7749,Dryden,20.7,3.172727273,1.3,11.7,16.2,1.8,0,-92.74,49.83
2014-10-01,Ontario,20.17446983,19.00810189,25.36644693,7749,Dryden,12.6,3.172727273,0.5,8.2,10.4,7.6,0,-92.74,49.83
2014-11-01,Ontario,19.95929406,19.36108561,25.83177118,7749,Dryden,5,3.127272727,0,-2.6,1.2,16.8,0,-92.74,49.83
2014-12-01,Ontario,18.79030265,19.32787056,24.63269355,7749,Dryden,-16.4,0.6,0,-26.6,-21.5,39.5,0,-92.74,49.83
2015-01-01,Ontario,20.40613756,19.82375147,20.37997697,7749,Dryden,-9.6,0.254545455,0,-25.1,-17.4,35.4,0,-92.74,49.83
2015-02-01,Ontario,19.81960254,19.86708877,21.82452608,7749,Dryden,-19.8,0.254545455,0,-32.3,-26.1,44.1,0,-92.74,49.83
2015-03-01,Ontario,20.34057633,20.61333087,22.12349869,7749,Dryden,-8.3,0.645454545,0,-15.9,-12.1,30.1,0,-92.74,49.83
2015-04-01,Ontario,20.17734182,19.66753504,22.97146452,7749,Dryden,10.7,0.6,0,-0.5,5.1,12.9,0,-92.74,49.83
2015-05-01,Ontario,20.51565852,20.22135071,24.54561152,7749,Dryden,21,0.6,1,7.7,14.4,3.6,0,-92.74,49.83
2015-06-01,Ontario,21.16860924,20.46522307,25.86529929,7749,Dryden,21.1,0.6,0,6.1,13.6,4.4,0,-92.74,49.83
2015-07-01,Ontario,20.77160027,19.90714955,24.54837253,7749,Dryden,23.2,0.6,0,13,18.1,0,0.1,-92.74,49.83
2015-08-01,Ontario,21.09774872,20.89197441,26.86196358,7749,Dryden,23.9,0.6,5.6,12.2,18.1,0,0.1,-92.74,49.83
2015-09-01,Ontario,20.99821956,21.0285359,26.75112202,7749,Dryden,27,0.6,0,14.8,20.9,0,2.9,-92.74,49.83
2015-10-01,Ontario,20.61177069,20.69498012,24.46155754,7749,Dryden,17.1,0.6,0,6.1,11.6,6.4,0,-92.74,49.83
2015-11-01,Ontario,21.82505725,21.6817611,25.18284173,7749,Dryden,7.2,0.509090909,0,4.8,6,12,0,-92.74,49.83
2015-12-01,Ontario,20.90466805,21.0469392,23.6806604,7749,Dryden,1.2,0.509090909,0,-6.9,-2.9,20.9,0,-92.74,49.83
2016-01-01,Ontario,20.90572856,21.10179718,23.9151669,7749,Dryden,-7.5,0.9,0,-10.3,-8.9,26.9,0,-92.74,49.83
2016-02-01,Ontario,20.80091527,20.53807499,23.57390801,7749,Dryden,-8.2,0.390909091,0,-15.1,-11.7,29.7,0,-92.74,49.83
2016-03-01,Ontario,20.70134202,21.6700117,26.02845283,7749,Dryden,-8.6,2.545454545,0,-25.7,-17.2,35.2,0,-92.74,49.83
2016-04-01,Ontario,20.13526049,21.18180037,22.48914098,7749,Dryden,-3.7,2.545454545,0,-12.4,-8.1,26.1,0,-92.74,49.83
2016-05-01,Ontario,21.24134452,20.78526896,25.10970549,7749,Dryden,16.1,2.545454545,0,0.1,8.1,9.9,0,-92.74,49.83
2016-06-01,Ontario,20.60724879,20.37458118,23.58713388,7749,Dryden,17.6,2.927272727,4.3,7.9,12.8,5.2,0,-92.74,49.83
2016-07-01,Ontario,20.10099031,20.42481751,26.35734735,7749,Dryden,23.3,2.927272727,0,7,15.2,2.8,0,-92.74,49.83
2016-08-01,Ontario,20.43558773,21.28590721,23.05276045,7749,Dryden,29,2.927272727,23.7,17.4,23.2,0,5.2,-92.74,49.83
2016-09-01,Ontario,20.57935072,21.44702767,23.92801214,7749,Dryden,21.7,2.927272727,0,8.2,15,3,0,-92.74,49.83
2016-10-01,Ontario,21.30959271,21.48621739,26.4402222,7749,Dryden,18.8,2.927272727,0,8.9,13.9,4.1,0,-92.74,49.83
2016-11-01,Ontario,21.30114306,21.12250551,23.97961193,7749,Dryden,7.5,2.927272727,4.2,3.2,5.4,12.6,0,-92.74,49.83
2016-12-01,Ontario,21.74748839,20.72562582,25.13913518,7749,Dryden,-2.8,2.536363636,0,-6.9,-4.9,22.9,0,-92.74,49.83
2017-01-01,Ontario,21.32722256,21.44821235,25.38671724,7749,Dryden,-8.8,2.536363636,0,-18.5,-13.7,31.7,0,-92.74,49.83
2017-02-01,Ontario,20.96205647,20.90977506,25.33278643,7749,Dryden,-15,1.463636364,0,-22.5,-18.8,36.8,0,-92.74,49.83
2017-03-01,Ontario,20.89590268,20.85887866,25.27529049,7749,Dryden,-6.3,1.463636364,0,-17.8,-12.1,30.1,0,-92.74,49.83
2017-04-01,Ontario,20.60951367,22.13783215,25.3666436,7749,Dryden,9,2.536363636,0,1,5,13,0,-92.74,49.83
2017-05-01,Ontario,21.42378861,22.03173932,26.83946586,7749,Dryden,10.6,3.272727273,0,-0.9,4.9,13.1,0,-92.74,49.83
2017-06-01,Ontario,21.52334101,21.88293808,24.58378025,7749,Dryden,25.5,3.272727273,0,6.8,16.2,1.8,0,-92.74,49.83
2017-07-01,Ontario,20.60733013,21.99092329,24.04321524,7749,Dryden,18.7,3.272727273,11.9,10.6,14.7,3.3,0,-92.74,49.83
2017-08-01,Ontario,21.35253999,22.64716859,25.01403158,7749,Dryden,24.4,3.272727273,0,13.1,18.8,0,0.8,-92.74,49.83
2017-09-01,Ontario,22.01869091,22.18907966,25.88671119,7749,Dryden,21.1,3.272727273,11.8,10.1,15.6,2.4,0,-92.74,49.83
2017-10-01,Ontario,21.98015487,22.75780924,23.31871641,7749,Dryden,14.8,3.272727273,12.3,11.6,13.2,4.8,0,-92.74,49.83
2017-11-01,Ontario,21.89228277,21.88939798,23.73737593,7749,Dryden,-1.9,3.272727273,0,-7.2,-4.6,22.6,0,-92.74,49.83
2017-12-01,Ontario,22.0036886,22.24611849,21.7552744,7749,Dryden,1.2,4.881818182,0,-5,-1.9,19.9,0,-92.74,49.83
2018-01-01,Ontario,22.32623028,21.48042233,22.40465117,7749,Dryden,-18,4.190909091,0,-27.4,-22.7,40.7,0,-92.74,49.83
2018-02-01,Ontario,23.08869362,21.80372675,24.19872243,7749,Dryden,-18.9,4.190909091,0,-27.4,-23.2,41.2,0,-92.74,49.83
2018-03-01,Ontario,23.19030861,22.19658094,25.77096555,7749,Dryden,4,3.154545455,0,-3.7,0.2,17.8,0,-92.74,49.83
2018-04-01,Ontario,23.05973086,22.06964931,25.137015,7749,Dryden,-3.8,2.036363636,0,-15.8,-9.8,27.8,0,-92.74,49.83
2018-05-01,Ontario,23.40233274,21.76429627,25.57003431,7749,Dryden,8.5,2.036363636,17.7,0.6,4.6,13.4,0,-92.74,49.83
2018-06-01,Ontario,23.86171057,22.1915452,27.17591878,7749,Dryden,16.3,2.036363636,4.3,7.2,11.8,6.2,0,-92.74,49.83
2018-07-01,Ontario,23.03304156,23.08848088,28.90780344,7749,Dryden,20.7,2.054545455,0,14.8,17.8,0.2,0,-92.74,49.83
2018-08-01,Ontario,23.31935269,22.1716413,26.44216323,7749,Dryden,15.8,2.054545455,0.4,8.2,12,6,0,-92.74,49.83
2018-09-01,Ontario,23.15900634,22.25564176,25.02915426,7749,Dryden,24.5,2.109090909,0,9.4,17,1,0,-92.74,49.83
2018-10-01,Ontario,23.26705834,22.48852993,24.81225273,7749,Dryden,7.8,2.3,0,-2.9,2.5,15.5,0,-92.74,49.83
2018-11-01,Ontario,21.3467611,21.63492706,21.95580196,7749,Dryden,-0.3,0.690909091,0,-2.7,-1.5,19.5,0,-92.74,49.83
2018-12-01,Ontario,22.21365677,23.115107,22.17089695,7749,Dryden,-5.9,0.7,0.2,-7.7,-6.8,24.8,0,-92.74,49.83
2019-01-01,Ontario,21.83405667,21.83821191,23.7342408,7749,Dryden,-20.1,0.7,0,-31.6,-25.9,43.9,0,-92.74,49.83
2019-02-01,Ontario,23.07685244,21.87370733,22.61953973,7749,Dryden,-14.3,0.663636364,0.6,-28.8,-21.6,39.6,0,-92.74,49.83
2019-03-01,Ontario,22.32805632,21.84233118,24.52048932,7749,Dryden,4.2,1.263636364,2.1,1,2.6,15.4,0,-92.74,49.83
2019-04-01,Ontario,22.0102831,21.42636028,23.25137597,7749,Dryden,1.4,3.918181818,0,-4.1,-1.4,19.4,0,-92.74,49.83
2019-05-01,Ontario,22.43680146,22.67288891,24.44679339,7749,Dryden,6.6,3.936363636,4.4,0.7,3.7,14.3,0,-92.74,49.83
2019-06-01,Ontario,22.271882,23.05624602,25.8592905,7749,Dryden,15.3,4.027272727,0,2.6,9,9,0,-92.74,49.83
2019-07-01,Ontario,22.49810784,22.75492614,26.01445105,7749,Dryden,27,4.027272727,0,16.6,21.8,0,3.8,-92.74,49.83
2019-08-01,Ontario,22.93486866,21.9097705,27.04280894,7749,Dryden,27,3.972727273,6.6,16.5,21.8,0,3.8,-92.74,49.83
2019-09-01,Ontario,23.0629714,21.99141632,27.2184482,7749,Dryden,18.8,3.854545455,29.2,8.9,13.9,4.1,0,-92.74,49.83
2019-10-01,Ontario,23.66527563,22.66794809,27.86647312,7749,Dryden,8,3.854545455,0.2,1.9,5,13,0,-92.74,49.83
2019-11-01,Ontario,23.36584663,23.29675668,26.40895686,7749,Dryden,-0.6,3.454545455,1.2,-3.6,-2.1,20.1,0,-92.74,49.83
2019-12-01,Ontario,23.0496045,22.91438003,25.80153575,7749,Dryden,-5.4,3.545454545,0,-14.8,-10.1,28.1,0,-92.74,49.83
2020-01-01,Ontario,25.2189267,22.85538742,27.74313992,7749,Dryden,-7.4,3.545454545,0,-16.1,-11.8,29.8,0,-92.74,49.83
2020-02-01,Ontario,24.56109113,22.36027977,26.54898194,7749,Dryden,-0.6,2.945454545,0.8,-5.9,-3.3,21.3,0,-92.74,49.83
2020-03-01,Ontario,23.55816034,19.84809655,25.43081624,7749,Dryden,-1.8,0.4,0,-5.8,-3.8,21.8,0,-92.74,49.83
2020-04-01,Ontario,19.15234868,14.74623055,24.92467729,7749,Dryden,9.7,1.018181818,0,-3.4,3.2,14.8,0,-92.74,49.83
2020-05-01,Ontario,20.5162969,14.62663643,25.17117386,7749,Dryden,21.1,0.909090909,1,7,14.1,3.9,0,-92.74,49.83
2020-06-01,Ontario,22.80856948,16.12552645,24.59343821,7749,Dryden,24.3,0.909090909,0,12.2,18.3,0,0.3,-92.74,49.83
2020-07-01,Ontario,22.36428442,16.45824389,26.30619433,7749,Dryden,31.8,0.909090909,0,20,25.9,0,7.9,-92.74,49.83
2020-08-01,Ontario,22.84362956,16.2290343,24.86252141,7749,Dryden,21.4,0.836363636,1.2,14.6,18,0,0,-92.74,49.83
2020-09-01,Ontario,23.24878987,16.4856232,24.62159115,7749,Dryden,19,0.836363636,7,7.7,13.4,4.6,0,-92.74,49.83
2020-10-01,Ontario,24.39420768,16.059859,24.12135618,7749,Dryden,4.3,0.836363636,0,-0.5,1.9,16.1,0,-92.74,49.83
2020-11-01,Ontario,24.17852383,15.66238024,26.4880031,7749,Dryden,-1.8,0.745454545,0,-8.3,-5.1,23.1,0,-92.74,49.83
2020-12-01,Ontario,24.81177614,15.64920172,25.00247814,7749,Dryden,-1.4,0.745454545,0,-11.3,-6.4,24.4,0,-92.74,49.83
2021-01-01,Ontario,23.8797765,15.94443035,24.55243008,7749,Dryden,-5.7,0.745454545,0,-10.1,-7.9,25.9,0,-92.74,49.83
2021-02-01,Ontario,24.25639829,16.13971609,25.71663494,7749,Dryden,-6.4,0.636363636,0,-8.3,-7.4,25.4,0,-92.74,49.83
2021-03-01,Ontario,26.42243324,17.60009362,25.64851108,7749,Dryden,-11,0,0,-27.2,-19.1,37.1,0,-92.74,49.83
2021-04-01,Ontario,24.75299767,16.49624658,25.45634856,7749,Dryden,4.8,0,0,-12.2,-3.7,21.7,0,-92.74,49.83
2021-05-01,Ontario,24.59491195,16.78215661,27.2411494,7749,Dryden,22.4,0,0,5.2,13.8,4.2,0,-92.74,49.83
2021-06-01,Ontario,24.66188689,17.29210655,25.91677376,7749,Dryden,24.1,0.081818182,0,10.4,17.3,0.7,0,-92.74,49.83
2021-07-01,Ontario,23.7223756,17.57841334,27.23339677,7749,Dryden,26.9,0.172727273,0,13.8,20.4,0,2.4,-92.74,49.83
2021-08-01,Ontario,24.23376516,17.4959549,26.70668241,7749,Dryden,24.5,0.19,0,12,18.3,0,0.3,-92.74,49.83
2021-09-01,Ontario,24.55243171,18.01464776,27.45605721,7749,Dryden,24.8,0.211111111,0,11.9,18.4,0,0.4,-92.74,49.83
2021-10-01,Ontario,24.73818227,17.99716627,26.20088644,7749,Dryden,20.3,0.2375,0,13.9,17.1,0.9,0,-92.74,49.83
2021-11-01,Ontario,25.62645204,18.20407858,28.69246776,7749,Dryden,0,0.271428571,0.9,-3.2,-1.6,19.6,0,-92.74,49.83
2021-12-01,Ontario,24.99670157,18.30218392,25.37008501,7749,Dryden,1.3,0.316666667,1,-7,-2.9,20.9,0,-92.74,49.83
2013-01-01,Ontario,1.797285035,1.843871908,13.02424428,995,Earfall,-14.1,0.866666667,0.6,-23.4,-18.8,36.8,0,-93.22,50.63
2013-02-01,Ontario,1.745988854,1.821942028,13.9091742,995,Earfall,-22.5,0.742857143,0.2,-31.8,-27.2,45.2,0,-93.22,50.63
2013-03-01,Ontario,1.792971995,1.881913468,13.00347036,995,Earfall,-6.6,2.1625,0,-17.2,-11.9,29.9,0,-93.22,50.63
2013-04-01,Ontario,1.795955741,1.902117815,14.07060191,995,Earfall,-2.7,1.966666667,0.2,-15,-8.9,26.9,0,-93.22,50.63
2013-05-01,Ontario,1.803324252,1.859475757,14.78507515,995,Earfall,-1.6,2.22,0,-6.1,-3.9,21.9,0,-93.22,50.63
2013-06-01,Ontario,1.796881464,1.879031551,13.77900999,995,Earfall,13.7,2.018181818,4.2,5.3,9.5,8.5,0,-93.22,50.63
2013-07-01,Ontario,1.771645993,1.730198563,15.97610542,995,Earfall,26.8,2.009090909,0,9.1,18,0,0,-93.22,50.63
2013-08-01,Ontario,1.948171185,1.838225997,14.83444186,995,Earfall,21.2,1.990909091,12.1,12.1,16.7,1.3,0,-93.22,50.63
2013-09-01,Ontario,1.868192999,1.854097799,14.97672233,995,Earfall,14,1.990909091,0.4,7.4,10.7,7.3,0,-93.22,50.63
2013-10-01,Ontario,1.871307631,1.883799665,14.74044209,995,Earfall,13.9,1.990909091,4.5,9.1,11.5,6.5,0,-93.22,50.63
2013-11-01,Ontario,1.95132958,1.88371872,14.46429945,995,Earfall,2.4,2.045454545,0,0,1.2,16.8,0,-93.22,50.63
2013-12-01,Ontario,1.811116225,1.886321045,13.41557444,995,Earfall,-6.5,1.681818182,0.5,-11,-8.8,26.8,0,-93.22,50.63
2014-01-01,Ontario,1.77677374,2.044241406,13.18370808,995,Earfall,-25.7,1.681818182,0,-37.7,-31.7,49.7,0,-93.22,50.63
